Mutant ID,MTG ID,Status,Notes,Actual Output SI,Actual Output FI1,Actual Output FI2,Actual Output Relation,MR Verdict
M31,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['P', 'T', 'S', 'R']
Total distance: 6.0","Shortest path: ['S', 'P', 'R']
Total distance: 3.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M31,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant31.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant31.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant31.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'X', 'Y']
Total distance: 7.0","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M31,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1', '8', '7', '5', '4', '2']
Total distance: 12.0","Shortest path: ['5', '1', '2', '4']
Total distance: 9.0","Shortest path: ['8', '5', '7']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M32,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['D', 'E', 'G']
Total distance: 11.0","Shortest path: ['D', 'A']
Total distance: 8.0","Shortest path: ['E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M32,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['3', '4', '6']
Total distance: 5.0","Shortest path: ['3', '1']
Total distance: 3.0","Shortest path: ['4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M32,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['R', 'S', 'T']
Total distance: 6.0","Shortest path: ['R', 'P']
Total distance: 3.0","Shortest path: ['S']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M32,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant32.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant32.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant32.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['Z', 'X']
Total distance: 7.0","Shortest path: ['W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M32,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['2', '4', '5', '7', '8']
Total distance: 12.0","Shortest path: ['4', '2', '1']
Total distance: 9.0","Shortest path: ['7', '5']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M33,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['G', 'D', 'E', 'G']
Total distance: 11.0","Shortest path: ['A', 'D', 'A']
Total distance: 8.0","Shortest path: ['E', 'E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M33,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['6', '3', '4', '6']
Total distance: 5.0","Shortest path: ['1', '3', '1']
Total distance: 3.0","Shortest path: ['4', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M33,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['T', 'R', 'S', 'T']
Total distance: 6.0","Shortest path: ['P', 'R', 'P']
Total distance: 3.0","Shortest path: ['S', 'S']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M33,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant33.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant33.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant33.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['X', 'Y', 'X']
Total distance: 7.0","Shortest path: ['W', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M33,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['8', '2', '4', '5', '7', '8']
Total distance: 12.0","Shortest path: ['1', '4', '2', '1']
Total distance: 9.0","Shortest path: ['5', '7', '5']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M34,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A']
Total distance: 11.0","Shortest path: ['E']
Total distance: 8.0","Shortest path: ['G']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M34,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1']
Total distance: 5.0","Shortest path: ['4']
Total distance: 3.0","Shortest path: ['6']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M34,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['P']
Total distance: 6.0","Shortest path: ['S']
Total distance: 3.0","Shortest path: ['T']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M34,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant34.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant34.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant34.py"", line 46, in shortest_path
    while previous_node[current_node] is None:  # MUTATION: 'is not' -> 'is'
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: 7.0","Shortest path: ['V']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M34,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1']
Total distance: 12.0","Shortest path: ['5']
Total distance: 9.0","Shortest path: ['8']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M35,MTG11,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['A', 'D', 'E', 'G']
Total distance: 0","Shortest path: ['E', 'D', 'A']
Total distance: 0","Shortest path: ['G', 'E']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M35,MTG12,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1', '3', '4', '6']
Total distance: 0","Shortest path: ['4', '3', '1']
Total distance: 0","Shortest path: ['6', '4']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M35,MTG13,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['P', 'R', 'S', 'T']
Total distance: 0","Shortest path: ['S', 'R', 'P']
Total distance: 0","Shortest path: ['T', 'S']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M35,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant35.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant35.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant35.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Y', 'X']
Total distance: 0","Shortest path: ['V', 'W']
Total distance: 0",ERROR - could not parse distance,ERROR
M35,MTG15,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1', '2', '4', '5', '7', '8']
Total distance: 0","Shortest path: ['5', '4', '2', '1']
Total distance: 0","Shortest path: ['8', '7', '5']
Total distance: 0",source distance == FI1 distance + FI2 distance,PASS
M36,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A']
Total distance: 11.0","Shortest path: ['E']
Total distance: 8.0","Shortest path: ['G']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M36,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1']
Total distance: 5.0","Shortest path: ['4']
Total distance: 3.0","Shortest path: ['6']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M36,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['P']
Total distance: 6.0","Shortest path: ['S']
Total distance: 3.0","Shortest path: ['T']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M36,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant36.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant36.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant36.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'X'","Shortest path: ['W']
Total distance: 7.0","Shortest path: ['V']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M36,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1']
Total distance: 12.0","Shortest path: ['5']
Total distance: 9.0","Shortest path: ['8']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M37,MTG11,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M37,MTG12,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M37,MTG13,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M37,MTG14,Not Equivalent,"Timed out on FI1, FI2","Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant37.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant37.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant37.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'",TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (FI1, FI2)",TIMEOUT
M37,MTG15,Not Equivalent,"Timed out on SI, FI1, FI2",TIMEOUT,TIMEOUT,TIMEOUT,"TIMEOUT - could not compare (SI, FI1, FI2)",TIMEOUT
M38,MTG11,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['A', 'D', 'E', 'G']
Total distance: 0.0","Shortest path: ['E', 'B', 'A']
Total distance: 0.0","Shortest path: ['G', 'E']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M38,MTG12,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1', '3', '5', '6']
Total distance: 0.0","Shortest path: ['4', '3', '1']
Total distance: 0.0","Shortest path: ['6', '4']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M38,MTG13,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['P', 'Q', 'T']
Total distance: 0.0","Shortest path: ['S', 'P']
Total distance: 0.0","Shortest path: ['T', 'S']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M38,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant38.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant38.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant38.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Y', 'X']
Total distance: 0.0","Shortest path: ['V', 'W']
Total distance: 0.0",ERROR - could not parse distance,ERROR
M38,MTG15,Not Equivalent,"SI=0.0, FI1=0.0, FI2=0.0","Shortest path: ['1', '3', '4', '5', '7', '8']
Total distance: 0.0","Shortest path: ['5', '2', '1']
Total distance: 0.0","Shortest path: ['8', '7', '5']
Total distance: 0.0",source distance == FI1 distance + FI2 distance,PASS
M39,MTG11,Not Equivalent,"SI=-inf, FI1=-inf, FI2=-inf","Shortest path: ['A']
Total distance: -inf","Shortest path: ['E']
Total distance: -inf","Shortest path: ['G']
Total distance: -inf",source distance == FI1 distance + FI2 distance,PASS
M39,MTG12,Not Equivalent,"SI=-inf, FI1=-inf, FI2=-inf","Shortest path: ['1']
Total distance: -inf","Shortest path: ['4']
Total distance: -inf","Shortest path: ['6']
Total distance: -inf",source distance == FI1 distance + FI2 distance,PASS
M39,MTG13,Not Equivalent,"SI=-inf, FI1=-inf, FI2=-inf","Shortest path: ['P']
Total distance: -inf","Shortest path: ['S']
Total distance: -inf","Shortest path: ['T']
Total distance: -inf",source distance == FI1 distance + FI2 distance,PASS
M39,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant39.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant39.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant39.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: -inf","Shortest path: ['V']
Total distance: -inf",ERROR - could not parse distance,ERROR
M39,MTG15,Not Equivalent,"SI=-inf, FI1=-inf, FI2=-inf","Shortest path: ['1']
Total distance: -inf","Shortest path: ['5']
Total distance: -inf","Shortest path: ['8']
Total distance: -inf",source distance == FI1 distance + FI2 distance,PASS
M40,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M40,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M40,MTG13,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['P']
Total distance: inf","Shortest path: ['S']
Total distance: inf","Shortest path: ['T']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M40,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant40.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant40.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant40.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V']
Total distance: inf",ERROR - could not parse distance,ERROR
M40,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M41,MTG11,Not Equivalent,"SI=inf, FI1=inf, FI2=3.0","Shortest path: ['A']
Total distance: inf","Shortest path: ['E']
Total distance: inf","Shortest path: ['G', 'E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M41,MTG12,Not Equivalent,"SI=inf, FI1=inf, FI2=2.0","Shortest path: ['1']
Total distance: inf","Shortest path: ['4']
Total distance: inf","Shortest path: ['6', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M41,MTG13,Not Equivalent,"SI=inf, FI1=10.0, FI2=3.0","Shortest path: ['P']
Total distance: inf","Shortest path: ['S', 'P']
Total distance: 10.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M41,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant41.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant41.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant41.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W']
Total distance: inf","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M41,MTG15,Not Equivalent,"SI=inf, FI1=inf, FI2=inf","Shortest path: ['1']
Total distance: inf","Shortest path: ['5']
Total distance: inf","Shortest path: ['8']
Total distance: inf",source distance == FI1 distance + FI2 distance,PASS
M42,MTG11,Not Equivalent,"SI=3.0, FI1=5.0, FI2=3.0","Shortest path: ['A', 'B', 'E', 'G']
Total distance: 3.0","Shortest path: ['E', 'B', 'A']
Total distance: 5.0","Shortest path: ['G', 'E']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M42,MTG12,Not Equivalent,"SI=2.0, FI1=2.0, FI2=2.0","Shortest path: ['1', '3', '4', '6']
Total distance: 2.0","Shortest path: ['4', '3', '1']
Total distance: 2.0","Shortest path: ['6', '4']
Total distance: 2.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M42,MTG13,Not Equivalent,"SI=3.0, FI1=1.0, FI2=3.0","Shortest path: ['P', 'R', 'S', 'T']
Total distance: 3.0","Shortest path: ['S', 'R', 'P']
Total distance: 1.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M42,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant42.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant42.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant42.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Z', 'X']
Total distance: 4.0","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M42,MTG15,Not Equivalent,"SI=1.0, FI1=3.0, FI2=2.0","Shortest path: ['1', '2', '4', '5', '7', '8']
Total distance: 1.0","Shortest path: ['5', '4', '2', '1']
Total distance: 3.0","Shortest path: ['8', '7', '5']
Total distance: 2.0",source distance ≠ FI1 distance + FI2 distance,FAIL
M43,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A', 'G']
Total distance: 11.0","Shortest path: ['E', 'A']
Total distance: 8.0","Shortest path: ['G', 'E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M43,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1', '6']
Total distance: 5.0","Shortest path: ['4', '1']
Total distance: 3.0","Shortest path: ['6', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M43,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['P', 'T']
Total distance: 6.0","Shortest path: ['S', 'P']
Total distance: 3.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M43,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant43.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant43.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant43.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'X']
Total distance: 7.0","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M43,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1', '8']
Total distance: 12.0","Shortest path: ['5', '1']
Total distance: 9.0","Shortest path: ['8', '5']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M44,MTG11,Not Equivalent,"SI=3.0, FI1=2.0, FI2=1.0","Shortest path: ['A', 'D', 'F', 'G']
Total distance: 3","Shortest path: ['E', 'C', 'A']
Total distance: 2","Shortest path: ['G', 'E']
Total distance: 1",source distance == FI1 distance + FI2 distance,PASS
M44,MTG12,Not Equivalent,"SI=3.0, FI1=2.0, FI2=1.0","Shortest path: ['1', '2', '5', '6']
Total distance: 3","Shortest path: ['4', '2', '1']
Total distance: 2","Shortest path: ['6', '4']
Total distance: 1",source distance == FI1 distance + FI2 distance,PASS
M44,MTG13,Not Equivalent,"SI=2.0, FI1=1.0, FI2=1.0","Shortest path: ['P', 'Q', 'T']
Total distance: 2","Shortest path: ['S', 'P']
Total distance: 1","Shortest path: ['T', 'S']
Total distance: 1",source distance == FI1 distance + FI2 distance,PASS
M44,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant44.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant44.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant44.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Y', 'X']
Total distance: 2","Shortest path: ['V', 'W']
Total distance: 1",ERROR - could not parse distance,ERROR
M44,MTG15,Not Equivalent,"SI=4.0, FI1=2.0, FI2=2.0","Shortest path: ['1', '2', '5', '7', '8']
Total distance: 4","Shortest path: ['5', '2', '1']
Total distance: 2","Shortest path: ['8', '7', '5']
Total distance: 2",source distance == FI1 distance + FI2 distance,PASS
M45,MTG11,Not Equivalent,"SI=11.0, FI1=8.0, FI2=3.0","Shortest path: ['A', 'D', 'E', 'G']
Total distance: 11.0","Shortest path: ['E', 'D', 'A']
Total distance: 8.0","Shortest path: ['G', 'E']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M45,MTG12,Not Equivalent,"SI=5.0, FI1=3.0, FI2=2.0","Shortest path: ['1', '3', '4', '6']
Total distance: 5.0","Shortest path: ['4', '3', '1']
Total distance: 3.0","Shortest path: ['6', '4']
Total distance: 2.0",source distance == FI1 distance + FI2 distance,PASS
M45,MTG13,Not Equivalent,"SI=6.0, FI1=3.0, FI2=3.0","Shortest path: ['P', 'R', 'S', 'T']
Total distance: 6.0","Shortest path: ['S', 'R', 'P']
Total distance: 3.0","Shortest path: ['T', 'S']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
M45,MTG14,Not Equivalent,Output did not contain a parseable distance,"Traceback (most recent call last):
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant45.py"", line 68, in <module>
    main()
    ~~~~^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant45.py"", line 63, in main
    path, distance = graph.shortest_path(args.start, args.end)
                     ~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File ""C:\Users\Admin\code\testingproject\maichi\MUTANTS\mutant45.py"", line 46, in shortest_path
    while previous_node[current_node] is not None:
          ~~~~~~~~~~~~~^^^^^^^^^^^^^^
KeyError: 'V'","Shortest path: ['W', 'Z', 'X']
Total distance: 7.0","Shortest path: ['V', 'W']
Total distance: 2.0",ERROR - could not parse distance,ERROR
M45,MTG15,Not Equivalent,"SI=12.0, FI1=9.0, FI2=3.0","Shortest path: ['1', '2', '4', '5', '7', '8']
Total distance: 12.0","Shortest path: ['5', '4', '2', '1']
Total distance: 9.0","Shortest path: ['8', '7', '5']
Total distance: 3.0",source distance == FI1 distance + FI2 distance,PASS
